image_id,box
000000128337,"[0.3421875, 0.3765625, 0.4171875, 0.4046875]; [0.790625, 0.5734375, 0.846875, 0.609375]"
000000128351,"[0.5453125, 0.605009633911368, 0.6390625, 0.6840077071290944]"
000000128395,"[0.7546875, 0.5627906976744186, 0.825, 0.6325581395348837]"
000000128428,"[0.7421875, 0.3541666666666667, 0.9921875, 0.5020833333333333]"
000000128429,"[0.0125, 0.5666666666666667, 0.0546875, 0.6083333333333333]; [0.0390625, 0.6833333333333333, 0.0875, 0.7395833333333334]; [0.0296875, 0.6416666666666667, 0.0703125, 0.68125]"
000000128431,"[0.4375, 0.703962703962704, 0.5015625, 0.7762237762237763]"
000000128462,"[0.071875, 0.5539906103286385, 0.328125, 0.7089201877934272]"
000000128468,"[0.4203125, 0.008960573476702509, 0.5078125, 0.04121863799283154]"
000000128482,"[0.634375, 0.34894613583138173, 0.9984375, 0.5409836065573771]; [0.3640625, 0.06088992974238876, 0.965625, 0.3747072599531616]"
000000128500,"[0.33541666666666664, 0.2953125, 0.6291666666666667, 0.346875]; [0.18541666666666667, 0.2, 0.6625, 0.2515625]; [0.23541666666666666, 0.1125, 0.48541666666666666, 0.1484375]"
000000128522,"[0.3984375, 0.010416666666666666, 0.7421875, 0.24791666666666667]; [0.3390625, 0.7479166666666667, 0.6015625, 0.9354166666666667]; [0.190625, 0.05, 0.440625, 0.33958333333333335]"
000000128539,"[0.1859375, 0.6791569086651054, 0.29375, 0.8126463700234192]; [0.2296875, 0.7306791569086651, 0.290625, 0.8220140515222483]; [0.4328125, 0.09133489461358314, 0.51875, 0.1756440281030445]"
000000128557,"[0, 0.32, 0.9859154929577465, 0.37]; [0, 0.32, 0.9859154929577465, 0.37]; [0.6936619718309859, 0.346, 0.7992957746478874, 0.372]; [0.0035211267605633804, 0.354, 0.7816901408450704, 0.39]"
000000128561,"[0.0765625, 0.2975, 0.1359375, 0.34]"
000000128567,"[0.5484375, 0.058333333333333334, 0.609375, 0.1125]"
000000128581,"[0.121875, 0.6964705882352941, 0.19375, 0.7694117647058824]"
000000128647,"[0.628125, 0.5208333333333334, 0.7, 0.6125]"
000000128706,"[0.7046875, 0.8875878220140515, 0.9921875, 0.9929742388758782]; [0.7046875, 0.8875878220140515, 0.9921875, 0.9929742388758782]; [0.7046875, 0.8875878220140515, 0.9921875, 0.9929742388758782]; [0.8359375, 0.8384074941451991, 0.946875, 0.9320843091334895]"
000000128740,"[0.46875, 0.342042755344418, 0.5359375, 0.39429928741092635]"
000000128752,"[0.3, 0.4379391100702576, 0.4375, 0.5058548009367682]"
000000128768,"[0.4359375, 0.5771028037383178, 0.60625, 0.6238317757009346]"
000000128770,"[0, 0.3578125, 0.11475409836065574, 0.403125]"
000000128785,"[0.003125, 0.9305555555555556, 0.159375, 0.9972222222222222]; [0.1484375, 0.17222222222222222, 0.196875, 0.2361111111111111]; [0.021875, 0.5805555555555556, 0.0671875, 0.65]; [0.9125, 0.19722222222222222, 0.953125, 0.2638888888888889]; [0.115625, 0.2777777777777778, 0.165625, 0.35]"
000000128831,"[0.568, 0.626, 0.6613333333333333, 0.69]; [0.6933333333333334, 0.654, 0.9893333333333333, 0.826]"
000000128837,"[0.25, 0.8690228690228691, 0.3703125, 0.972972972972973]; [0.0375, 0, 0.13125, 0.06444906444906445]"
000000128848,"[0.8859375, 0.6104166666666667, 0.984375, 0.7229166666666667]; [0.884375, 0.5479166666666667, 1, 0.69375]; [0.8703125, 0.7125, 0.959375, 0.8145833333333333]"
000000128850,"[0.15, 0.5466666666666666, 0.82, 0.592]; [0.732, 0.34933333333333333, 0.868, 0.41333333333333333]"
000000128858,"[0.496875, 0.15208333333333332, 0.54375, 0.18958333333333333]"
000000128912,"[0.603125, 0.610062893081761, 0.690625, 0.6666666666666666]; [0.271875, 0.5471698113207547, 0.409375, 0.6813417190775681]; [0.2828125, 0.5262054507337526, 0.390625, 0.59958071278826]; [0.615625, 0.7232704402515723, 0.671875, 0.7840670859538784]; [0.2984375, 0.4968553459119497, 0.3765625, 0.5555555555555556]"
000000128938,"[0.259375, 0.6267605633802817, 0.5328125, 0.8403755868544601]"
000000128963,"[0.615625, 0.3436960276338515, 0.6640625, 0.39378238341968913]"
000000128998,"[0.040697674418604654, 0.966, 0.19767441860465115, 0.998]"
000000129006,"[0.0984375, 0.9416666666666667, 0.2046875, 0.9958333333333333]; [0.3703125, 0.43125, 0.4953125, 0.48125]"
000000129030,"[0.4866666666666667, 0.7488888888888889, 0.6383333333333333, 0.8533333333333334]"
000000129032,"[0.6390625, 0.6135831381733021, 0.8015625, 0.6955503512880562]"
000000129067,"[0.42291666666666666, 0.4609375, 0.6708333333333333, 0.525]; [0.17291666666666666, 0.4375, 0.6666666666666666, 0.5296875]"
000000129154,"[0.46632124352331605, 0.375, 0.5647668393782384, 0.4015625]"
000000129166,"[0.4395833333333333, 0, 0.5458333333333333, 0.0296875]"
000000129201,"[0.865625, 0.00702576112412178, 0.965625, 0.1592505854800937]"
000000129205,"[0.096875, 0.7601626016260162, 0.278125, 0.7967479674796748]; [0.303125, 0.45528455284552843, 0.5578125, 0.5020325203252033]; [0.2203125, 0.6463414634146342, 0.753125, 0.6829268292682927]; [0.2328125, 0.6991869918699187, 0.75, 0.7378048780487805]; [0.1671875, 0.676829268292683, 0.75, 0.7195121951219512]; [0.2265625, 0.6910569105691057, 0.275, 0.7276422764227642]"
000000129246,"[0.08368200836820083, 0.540625, 0.27405857740585776, 0.6671875]"
000000129253,"[0.0796875, 0.16981132075471697, 0.13125, 0.23349056603773585]"
000000129254,"[0.092, 0.464, 0.166, 0.512]"
000000129278,"[0, 0.9414519906323185, 0.25, 0.9929742388758782]"
000000129347,"[0.571875, 0, 0.646875, 0.08877284595300261]"
000000129359,"[0.7734375, 0.73125, 0.8921875, 0.8104166666666667]; [0.834375, 0.6854166666666667, 0.95, 0.7541666666666667]"
000000129379,"[0.296875, 0.8336594911937377, 0.675, 0.9960861056751468]"
000000129437,"[0.6015625, 0.3192488262910798, 0.675, 0.41784037558685444]"
000000129439,"[0.08167770419426049, 0.4453125, 0.3443708609271523, 0.4921875]; [0.11479028697571744, 0.534375, 0.26269315673289184, 0.6359375]"
000000129448,"[0.49740932642487046, 0.174, 0.8601036269430051, 0.308]; [0.8601036269430051, 0.182, 0.9896373056994818, 0.242]"
000000129456,"[0.27139874739039666, 0.1, 0.7369519832985386, 0.14375]"
000000129507,"[0.312, 0.394, 0.7146666666666667, 0.464]; [0.288, 0.716, 0.7386666666666667, 0.798]; [0.2826666666666667, 0.638, 0.7413333333333333, 0.73]; [0.30666666666666664, 0.452, 0.7173333333333334, 0.536]"
000000129509,"[0.3625, 0.24824355971896955, 0.3953125, 0.28337236533957844]"
000000129511,"[0.528125, 0.11845102505694761, 0.5984375, 0.17084282460136674]; [0.23125, 0.5398633257403189, 0.2859375, 0.5808656036446469]; [0.2578125, 0.55125284738041, 0.2859375, 0.5808656036446469]"
000000129546,"[0.5421875, 0.41451990632318503, 0.634375, 0.5175644028103045]; [0.4953125, 0.5597189695550351, 0.58125, 0.6370023419203747]"
000000129565,"[0.640625, 0.5506958250497018, 0.7140625, 0.5805168986083499]; [0.425, 0.17296222664015903, 0.48125, 0.22266401590457258]"
000000129568,"[0.1125, 0.28805620608899296, 0.5859375, 0.4707259953161593]; [0.821875, 0.25995316159250587, 1, 0.3372365339578454]; [0.821875, 0.25995316159250587, 1, 0.3372365339578454]; [0.503125, 0.5644028103044496, 0.60625, 0.6346604215456675]; [0.846875, 0.37236533957845436, 1, 0.46604215456674475]; [0.9453125, 0.5526932084309133, 1, 0.5901639344262295]; [0.0046875, 0.17330210772833723, 0.0484375, 0.20843091334894615]; [0.9328125, 0.4894613583138173, 0.978125, 0.550351288056206]; [0.9375, 0.5081967213114754, 0.996875, 0.5597189695550351]"
000000129610,"[0.9421875, 0.08125, 0.9703125, 0.1125]"
000000129613,"[0.8604651162790697, 0.184375, 1, 0.2671875]; [0.21395348837209302, 0.68125, 0.8116279069767441, 0.753125]; [0.686046511627907, 0.5828125, 0.8511627906976744, 0.6234375]; [0.23488372093023255, 0.5640625, 0.34186046511627904, 0.6328125]; [0.7883720930232558, 0.7, 0.9395348837209302, 0.7453125]; [0.8162790697674419, 0.0171875, 0.9627906976744186, 0.065625]; [0.5790697674418605, 0.23125, 0.8883720930232558, 0.2796875]; [0.5651162790697675, 0.1484375, 0.7069767441860465, 0.1921875]; [0.5930232558139535, 0.221875, 0.7209302325581395, 0.2703125]; [0.7558139534883721, 0.0890625, 0.8209302325581396, 0.13125]"
000000129648,"[0.334375, 0.3255269320843091, 0.4078125, 0.3911007025761124]"
000000129658,"[0.16875, 0.42291666666666666, 0.7734375, 0.65]; [0.6765625, 0.45, 0.7703125, 0.5291666666666667]"
000000129672,"[0.653125, 0.22708333333333333, 0.853125, 0.28125]"
000000129700,"[0.0015625, 0.6104166666666667, 0.1296875, 0.70625]; [0.1078125, 0.6854166666666667, 0.190625, 0.7333333333333333]; [0.671875, 0.5770833333333333, 0.715625, 0.6041666666666666]; [0.6671875, 0.5979166666666667, 0.7625, 0.6645833333333333]; [0.371875, 0.4125, 0.4296875, 0.4479166666666667]; [0.8796875, 0.94375, 0.9484375, 1]; [0.8828125, 0.8979166666666667, 0.9328125, 0.9520833333333333]; [0.503125, 0.225, 0.55, 0.25625]; [0.9640625, 0.8854166666666666, 0.9984375, 0.9270833333333334]"
000000129712,"[0.28958333333333336, 0.38125, 0.4166666666666667, 0.415625]"
000000129716,"[0.546875, 0.44166666666666665, 0.603125, 0.5055555555555555]; [0.546875, 0.5583333333333333, 0.6140625, 0.6194444444444445]; [0.5453125, 0.6027777777777777, 0.603125, 0.6555555555555556]; [0.5453125, 0.6416666666666667, 0.6078125, 0.6944444444444444]; [0.55, 0.5, 0.603125, 0.5611111111111111]"
000000129766,"[0.3484375, 0.21458333333333332, 0.428125, 0.3125]"
000000129801,"[0.5046875, 0.5597189695550351, 0.55625, 0.594847775175644]"
000000129821,"[0.875, 0.6948051948051948, 0.984375, 0.7640692640692641]"
000000129859,"[0.603125, 0.1625, 0.771875, 0.2833333333333333]; [0.75, 0.20416666666666666, 0.9125, 0.325]; [0.721875, 0.8270833333333333, 0.7859375, 0.85625]; [0.7625, 0.5541666666666667, 0.9109375, 0.6395833333333333]; [0.571875, 0.5333333333333333, 0.9140625, 0.6395833333333333]"
000000129888,"[0.4009433962264151, 0.446875, 0.8490566037735849, 0.71875]"
000000129914,"[0.6609375, 0.2857142857142857, 0.728125, 0.32786885245901637]"
000000129921,"[0.2421875, 0.8337236533957846, 0.321875, 0.9227166276346604]"
000000130011,"[0.2703125, 0.6116700201207244, 0.3546875, 0.6539235412474849]"
000000130032,"[0.1953125, 0.2604166666666667, 0.5484375, 0.38333333333333336]"
000000130053,"[0.352, 0.572, 0.56, 0.65]; [0.08266666666666667, 0.512, 0.22666666666666666, 0.592]"
000000130111,"[0.54375, 0.1308411214953271, 0.7828125, 0.20794392523364486]; [0.54375, 0.1308411214953271, 0.7828125, 0.20794392523364486]; [0.778125, 0.16355140186915887, 0.9015625, 0.2383177570093458]"
000000130122,"[0.090625, 0.30210772833723654, 0.6203125, 0.3629976580796253]; [0.415625, 0.5269320843091335, 0.6359375, 0.6135831381733021]; [0.2078125, 0.3044496487119438, 0.2796875, 0.41217798594847777]; [0, 0.2786885245901639, 0.084375, 0.3770491803278688]"
000000130142,"[0.60625, 0.17364016736401675, 0.8359375, 0.2489539748953975]; [0.5234375, 0.056485355648535567, 0.8640625, 0.24267782426778242]; [0.075, 0.19665271966527198, 0.1640625, 0.30962343096234307]; [0.5875, 0.09205020920502092, 0.7390625, 0.21338912133891214]"
000000130192,"[0.6416666666666667, 0.3296875, 0.725, 0.3734375]; [0.4625, 0.4203125, 0.59375, 0.46875]; [0.6458333333333334, 0.36875, 0.71875, 0.4046875]"
000000130215,"[0.3546875, 0.26229508196721313, 0.434375, 0.30210772833723654]"
000000130221,"[0, 0.4295774647887324, 0.1390625, 0.5140845070422535]"
000000130228,"[0.29375, 0.38153846153846155, 0.3875, 0.4276923076923077]"
000000130245,"[0.6625, 0.5041666666666667, 0.7453125, 0.5791666666666667]; [0.49375, 0.3729166666666667, 0.615625, 0.4375]; [0.503125, 0.325, 0.8359375, 0.3875]; [0.49375, 0.43125, 0.559375, 0.47708333333333336]; [0, 0.4166666666666667, 0.2671875, 0.5]"
000000130286,"[0.384375, 0.26666666666666666, 0.434375, 0.28958333333333336]; [0.378125, 0.24583333333333332, 0.4421875, 0.2708333333333333]; [0.4421875, 0.6708333333333333, 0.509375, 0.70625]"
000000130292,"[0.23541666666666666, 0.540625, 0.5416666666666666, 0.6546875]"
000000130362,"[0.146875, 0.6208333333333333, 0.4578125, 0.6791666666666667]; [0.134375, 0.6729166666666667, 0.2796875, 0.74375]; [0.3421875, 0.65625, 0.4515625, 0.7041666666666667]"
000000130366,"[0.284, 0.232, 0.496, 0.432]; [0.296, 0.328, 0.486, 0.528]; [0.402, 0.5226666666666666, 0.508, 0.5946666666666667]; [0.412, 0.4826666666666667, 0.488, 0.5386666666666666]; [0.402, 0.44266666666666665, 0.502, 0.49866666666666665]; [0.484, 0.28, 0.566, 0.344]"
000000130392,"[0.265625, 0.5421245421245421, 0.5484375, 0.6373626373626373]"
000000130440,"[0.6984375, 0.45121951219512196, 0.74375, 0.5335365853658537]; [0.6875, 0.4603658536585366, 0.759375, 0.5609756097560976]"
000000130458,"[0.0026666666666666666, 0.408, 0.08, 0.444]"
000000130581,"[0.848, 0.41333333333333333, 0.93, 0.464]"
000000130592,"[0.30625, 0.5975, 0.7609375, 0.65]; [0.30625, 0.5975, 0.7609375, 0.65]"
000000130610,"[0.31875, 0.4265625, 0.38125, 0.48125]; [0.559375, 0.5921875, 0.6421875, 0.6234375]; [0.384375, 0.471875, 0.4578125, 0.5375]; [0.4703125, 0.5359375, 0.540625, 0.6]"
000000130654,"[0.3578125, 0.7458333333333333, 0.45, 0.7958333333333333]; [0.33125, 0.79375, 0.4765625, 0.8625]; [0.3171875, 0.39166666666666666, 0.50625, 0.4708333333333333]"
000000130685,"[0.4328125, 0.42930591259640105, 0.4828125, 0.480719794344473]"
000000130705,"[0, 0.9578454332552693, 0.103125, 0.9976580796252927]; [0.2171875, 0.468384074941452, 0.2953125, 0.5480093676814989]; [0.346875, 0.47306791569086654, 0.4, 0.5386416861826698]"
000000130718,"[0.8567335243553008, 0.04375, 0.9512893982808023, 0.075]"
000000130733,"[0.3645833333333333, 0.58125, 0.5708333333333333, 0.6515625]; [0.8875, 0.475, 1, 0.503125]; [0.8833333333333333, 0.4015625, 1, 0.4546875]; [0.8875, 0.4515625, 1, 0.48125]; [0.8354166666666667, 0.0875, 1, 0.11875]; [0.8166666666666667, 0.2625, 0.99375, 0.296875]; [0.8145833333333333, 0.1671875, 0.99375, 0.221875]; [0.81875, 0.2390625, 0.99375, 0.271875]; [0.8145833333333333, 0.0125, 0.9979166666666667, 0.04375]; [0.8125, 0.0390625, 0.9979166666666667, 0.06875]; [0.3458333333333333, 0.4609375, 0.5791666666666667, 0.565625]; [0.8145833333333333, 0.034375, 1, 0.096875]"
000000130735,"[0.7546875, 0.7452830188679245, 0.853125, 0.8514150943396226]; [0.7375, 0.28773584905660377, 0.8015625, 0.33254716981132076]"
000000130749,"[0.615625, 0.007042253521126761, 0.7484375, 0.0539906103286385]"
000000130786,"[0.7375, 0.84375, 0.928125, 0.8979166666666667]"
000000130816,"[0.509375, 0.5751173708920188, 0.55, 0.6291079812206573]"
000000130914,"[0.8015625, 0.72, 0.89375, 0.7529411764705882]; [0.7625, 0.7529411764705882, 0.98125, 0.7858823529411765]; [0.9015625, 0.7458823529411764, 0.95625, 0.7788235294117647]"
000000130949,"[0.8984375, 0.1375, 0.9953125, 0.17083333333333334]"
000000130950,"[0.4390625, 0.21041666666666667, 0.85625, 0.59375]; [0.2234375, 0.22916666666666666, 0.5515625, 0.6479166666666667]; [0.5953125, 0.475, 0.8, 0.65]; [0.371875, 0.4041666666666667, 0.575, 0.6020833333333333]; [0.3171875, 0.5104166666666666, 0.4375, 0.6645833333333333]"
000000131007,"[0.8109375, 0.9391100702576113, 0.98125, 0.9718969555035128]"
000000131030,"[0.225, 0.10625, 0.31875, 0.171875]"
000000131031,"[0.646875, 0.9458333333333333, 0.984375, 0.9770833333333333]"
000000131043,"[0.14719626168224298, 0.0859375, 0.7009345794392523, 0.3921875]"
000000131044,"[0.6640625, 0.5229166666666667, 0.846875, 0.5895833333333333]; [0.4203125, 0.29375, 0.94375, 0.45416666666666666]; [0.2859375, 0.5125, 0.46875, 0.6020833333333333]; [0.196875, 0.3958333333333333, 0.81875, 0.5270833333333333]"
000000131084,"[0.6203125, 0.9553990610328639, 0.9828125, 0.9976525821596244]; [0.6203125, 0.9553990610328639, 0.9828125, 0.9976525821596244]; [0.6203125, 0.9553990610328639, 0.9828125, 0.9976525821596244]"
000000131118,"[0.16875, 0.41875, 0.2109375, 0.45416666666666666]"
000000131126,"[0.334, 0.24533333333333332, 0.574, 0.45066666666666666]; [0.26, 0.4186666666666667, 0.67, 0.6453333333333333]; [0.598, 0.184, 0.672, 0.272]"
000000131127,"[0.3734375, 0.8477751756440282, 0.4984375, 0.9016393442622951]; [0.53125, 0.8243559718969555, 0.6, 0.882903981264637]"
000000131160,"[0.4875, 0.21779859484777517, 0.5796875, 0.3255269320843091]; [0.4859375, 0.13817330210772832, 0.5625, 0.234192037470726]; [0.4390625, 0.11241217798594848, 0.515625, 0.2107728337236534]; [0.4140625, 0.2786885245901639, 0.5125, 0.3911007025761124]; [0.4203125, 0.16627634660421545, 0.4984375, 0.23185011709601874]; [0.4203125, 0.1873536299765808, 0.471875, 0.26229508196721313]; [0.421875, 0.24824355971896955, 0.4859375, 0.3325526932084309]; [0.46875, 0.117096018735363, 0.5140625, 0.18266978922716628]; [0.4671875, 0.29508196721311475, 0.5015625, 0.3395784543325527]; [0.2578125, 0.4613583138173302, 0.29375, 0.5128805620608899]; [0.2421875, 0.5081967213114754, 0.284375, 0.5597189695550351]; [0.534375, 0.1358313817330211, 0.5703125, 0.18969555035128804]; [0.4234375, 0.2529274004683841, 0.4546875, 0.297423887587822]; [0.2421875, 0.37236533957845436, 0.3171875, 0.4707259953161593]; [0.271875, 0.39344262295081966, 0.3171875, 0.45901639344262296]"
000000131170,"[0.328125, 0.524008350730689, 0.4140625, 0.5887265135699373]; [0.6453125, 0.7849686847599165, 0.7125, 0.81419624217119]; [0.6921875, 0.5949895615866388, 0.815625, 0.6450939457202505]; [0.134375, 0.5093945720250522, 0.253125, 0.5720250521920668]; [0.33125, 0.4906054279749478, 0.4125, 0.5407098121085595]; [0.528125, 0.605427974947808, 0.646875, 0.6450939457202505]"
000000131172,"[0.628125, 0.43923240938166314, 0.703125, 0.47974413646055436]"
000000131174,"[0.7, 0.9491833030852994, 0.975, 0.9764065335753176]; [0.6390625, 0.4192377495462795, 0.8015625, 0.5952813067150635]"
000000131190,"[0.4734375, 0.34375, 0.559375, 0.3770833333333333]; [0.4765625, 0.2875, 0.5546875, 0.33958333333333335]"
000000131215,"[0.8984375, 0.535377358490566, 0.9390625, 0.5754716981132075]"
000000131225,"[0.1328125, 0.17291666666666666, 0.2203125, 0.23125]; [0.0953125, 0.7, 0.175, 0.7395833333333334]"
000000131277,"[0.9421875, 0.6229166666666667, 0.990625, 0.6666666666666666]"
000000131299,"[0.38125, 0.58125, 0.4546875, 0.6291666666666667]"
000000131400,"[0.121875, 0.45322245322245325, 0.7359375, 0.5072765072765073]; [0.55625, 0.4365904365904366, 0.6765625, 0.4864864864864865]; [0.2203125, 0.3367983367983368, 0.696875, 0.3887733887733888]; [0.753125, 0.37422037422037424, 0.828125, 0.3991683991683992]; [0.2234375, 0.3076923076923077, 0.2859375, 0.34511434511434513]"
000000131449,"[0.4640625, 0.1267605633802817, 0.5890625, 0.18779342723004694]"
000000131465,"[0.109375, 0.38333333333333336, 0.2546875, 0.45208333333333334]; [0.3296875, 0.34375, 1, 0.40625]; [0.88125, 0.24375, 0.9890625, 0.29791666666666666]; [0.715625, 0.275, 0.83125, 0.32916666666666666]; [0.5296875, 0.30833333333333335, 0.65625, 0.36666666666666664]"
000000131470,"[0.184375, 0.42916666666666664, 0.3, 0.48333333333333334]; [0.18125, 0.4083333333333333, 0.3828125, 0.49166666666666664]; [0.3203125, 0.08333333333333333, 0.3859375, 0.16041666666666668]"
000000131522,"[0.014492753623188406, 0.6123711340206186, 0.38509316770186336, 0.8969072164948454]"
000000131524,"[0.38028169014084506, 0.4140625, 0.5938967136150235, 0.4796875]; [0.4835680751173709, 0.396875, 0.6126760563380281, 0.478125]"
000000131564,"[0.5171875, 0.5859375, 0.603125, 0.6578125]"
000000131570,"[0.29411764705882354, 0.619281045751634, 0.3366013071895425, 0.6617647058823529]; [0.28104575163398693, 0.5571895424836601, 0.3464052287581699, 0.6127450980392157]"
000000131579,"[0.58125, 0.550351288056206, 0.6875, 0.594847775175644]; [0.5609375, 0.34660421545667447, 0.7, 0.3981264637002342]; [0.5984375, 0.6463700234192038, 0.6734375, 0.6978922716627635]"
000000131595,"[0.7984375, 0.2125, 0.8515625, 0.275]; [0.8546875, 0.10625, 0.921875, 0.19791666666666666]"
000000131666,"[0.496875, 0.3747072599531616, 0.8234375, 0.4637002341920375]"
000000131674,"[0.7390625, 0.8958333333333334, 0.790625, 0.93125]"
000000131678,"[0.3953125, 0.5518763796909493, 0.596875, 0.6181015452538632]"
000000131703,"[0.3375, 0.4979166666666667, 0.490625, 0.5791666666666667]; [0.3375, 0.4979166666666667, 0.490625, 0.5791666666666667]; [0.3375, 0.4979166666666667, 0.490625, 0.5791666666666667]"
000000131731,"[0.828125, 0.9432048681541582, 0.9734375, 0.973630831643002]"
000000131764,"[0.248, 0.6595744680851063, 0.34, 0.7606382978723404]"
000000131902,"[0.53125, 0.44028103044496486, 0.6546875, 0.477751756440281]; [0.53125, 0.44028103044496486, 0.6546875, 0.477751756440281]; [0.53125, 0.37236533957845436, 0.678125, 0.4449648711943794]; [0.6453125, 0.7423887587822015, 0.7203125, 0.8009367681498829]; [0.7359375, 0.711943793911007, 0.8234375, 0.7822014051522248]; [0.9703125, 0.8711943793911007, 0.996875, 0.9133489461358314]; [0.5828125, 0.3442622950819672, 0.6140625, 0.36768149882903983]; [0.953125, 0.531615925058548, 0.9953125, 0.585480093676815]"
000000131909,"[0.8078125, 0.4496487119437939, 0.875, 0.5128805620608899]"
000000131952,"[0.7234375, 0.4444444444444444, 0.921875, 0.49612403100775193]; [0.7953125, 0.40568475452196384, 0.84375, 0.4806201550387597]"
000000131976,"[0.109375, 0, 0.228125, 0.053864168618266976]"
000000131978,"[0.3421875, 0.46943231441048033, 0.3828125, 0.5021834061135371]"
000000131979,"[0.4828125, 0.46255506607929514, 0.5359375, 0.5220264317180616]; [0, 0.013215859030837005, 0.365625, 0.36123348017621143]"
000000132000,"[0.8875, 0.45625, 0.9984375, 0.5208333333333334]; [0.853125, 0.2708333333333333, 1, 0.4083333333333333]; [0.8984375, 0.18541666666666667, 1, 0.2708333333333333]"
000000132002,"[0.040625, 0.9156908665105387, 0.2125, 0.9578454332552693]"
000000132019,"[0.3203125, 0.3237597911227154, 0.4171875, 0.3968668407310705]; [0.3078125, 0.06005221932114883, 0.45, 0.1409921671018277]; [0.4234375, 0.1462140992167102, 0.453125, 0.195822454308094]"
000000132077,"[0.9078125, 0.2224824355971897, 0.959375, 0.26229508196721313]"
000000132123,"[0.6625, 0.20384615384615384, 0.7828125, 0.36153846153846153]; [0.075, 0.6884615384615385, 0.159375, 0.8115384615384615]; [0.684375, 0.038461538461538464, 0.778125, 0.11153846153846154]; [0.071875, 0.8384615384615385, 0.1390625, 0.9884615384615385]; [0.6859375, 0.046153846153846156, 0.7328125, 0.11153846153846154]"
000000132139,"[0.5859375, 0.49882903981264637, 0.65, 0.550351288056206]"
000000132193,"[0.2927400468384075, 0.3875, 0.4262295081967213, 0.4390625]; [0.29508196721311475, 0.4265625, 0.4496487119437939, 0.484375]"
000000132196,"[0.5109375, 0.8266978922716628, 0.553125, 0.8688524590163934]; [0.5875, 0.8337236533957846, 0.6828125, 0.936768149882904]"
000000132258,"[0.3700234192037471, 0.31875, 0.477751756440281, 0.3765625]; [0.3442622950819672, 0.3484375, 0.43559718969555034, 0.39375]; [0.28805620608899296, 0.35625, 0.3957845433255269, 0.4015625]"
000000132262,"[0.49375, 0.5704225352112676, 0.6515625, 0.6854460093896714]; [0.6796875, 0.5985915492957746, 0.759375, 0.6666666666666666]; [0.671875, 0.5610328638497653, 0.7390625, 0.6173708920187794]; [0.5234375, 0.636150234741784, 0.646875, 0.7230046948356808]; [0.534375, 0.6619718309859155, 0.7109375, 0.7746478873239436]; [0.6875, 0.704225352112676, 0.790625, 0.7699530516431925]; [0.4640625, 0.6713615023474179, 0.5234375, 0.755868544600939]; [0.58125, 0.5140845070422535, 0.7046875, 0.5845070422535211]; [0.6375, 0.7206572769953051, 0.73125, 0.784037558685446]; [0.6546875, 0.676056338028169, 0.8171875, 0.7370892018779343]"
000000132306,"[0.1261682242990654, 0.4890625, 0.4532710280373832, 0.55]; [0.1261682242990654, 0.4890625, 0.4532710280373832, 0.55]"
000000132307,"[0.0078125, 0.009389671361502348, 0.06875, 0.051643192488262914]"
000000132310,"[0.80625, 0.3453125, 0.8984375, 0.3796875]; [0.784375, 0.1953125, 0.9140625, 0.25]; [0.76875, 0.25625, 0.896875, 0.3109375]; [0.7796875, 0.284375, 0.915625, 0.33125]; [0.7828125, 0.2234375, 0.86875, 0.2625]"
000000132394,"[0.446875, 0.31679389312977096, 0.5484375, 0.3530534351145038]"
000000132395,"[0.3921875, 0.48853211009174313, 0.49375, 0.5779816513761468]"
000000132405,"[0.0046875, 0.8380952380952381, 0.1296875, 0.9714285714285714]"
000000132432,"[0.0578125, 0.1053864168618267, 0.9828125, 0.6416861826697893]"
000000132447,"[0.6198979591836735, 0.4984375, 0.6785714285714286, 0.5296875]"
000000132454,"[0.18823529411764706, 0.1703125, 0.29705882352941176, 0.203125]; [0.19411764705882353, 0.1984375, 0.2852941176470588, 0.225]"
000000132494,"[0.39275766016713093, 0.378125, 0.5013927576601671, 0.4375]"
000000132495,"[0.234192037470726, 0.5375, 0.3091334894613583, 0.58125]; [0.6252927400468384, 0.3125, 0.7283372365339579, 0.35]; [0.32786885245901637, 0.678125, 0.5292740046838408, 0.725]"
000000132497,"[0.596244131455399, 0.921875, 0.8732394366197183, 0.965625]"
000000132500,"[0.35, 0.6463700234192038, 0.39375, 0.702576112412178]"
000000132515,"[0.3859375, 0.4354166666666667, 0.4546875, 0.49583333333333335]"
000000132531,"[0.10304449648711944, 0.5859375, 0.33021077283372363, 0.653125]; [0.32084309133489464, 0.6109375, 0.4847775175644028, 0.6703125]; [0.26229508196721313, 0.65, 0.34894613583138173, 0.6828125]"
000000132548,"[0, 0.858, 0.14156626506024098, 0.922]; [0.6144578313253012, 0.678, 0.75, 0.728]; [0.41566265060240964, 0.698, 0.7349397590361446, 0.742]; [0.7228915662650602, 0.396, 0.7891566265060241, 0.434]; [0.5060240963855421, 0.502, 0.6445783132530121, 0.566]; [0.5602409638554217, 0.408, 0.7560240963855421, 0.486]; [0.4006024096385542, 0.538, 0.5150602409638554, 0.588]; [0.10542168674698796, 0.302, 0.29518072289156627, 0.414]; [0.6024096385542169, 0.716, 0.6716867469879518, 0.75]; [0.10843373493975904, 0.308, 0.21686746987951808, 0.376]; [0.1746987951807229, 0.342, 0.3192771084337349, 0.434]"
000000132552,"[0.3568075117370892, 0.5390625, 0.5211267605633803, 0.596875]"
000000132585,"[0.0015625, 0.9457547169811321, 0.29375, 0.9882075471698113]"
